,fornecedor_punido,qtd_media,Socio Laranja,Valor Total Homologado em 2017,Micro Empresa,Não Informado,Pequena Empresa,qtd_subclasses_cnae,Qtd dias inferior a 30,qtd_fornecedores,socio_com_ceis,VALIDO,prob_loja
54,True,313.5,0.0,19240.0,0,0,0,2.0,0.0,1.0,0.0,23.0,0.19886867702007294
55,False,224.5,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0009930775268003345
56,False,17.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,4.0,0.8718751668930054
57,False,16.5,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.005435871426016092
58,False,17.0,0.0,2412.3,0,0,1,2.0,0.0,1.0,0.0,15.0,0.20553457736968994
59,True,686.0,0.0,259595.38,0,0,0,11.0,0.0,1.0,0.0,106.0,0.04581673815846443
60,True,414.5,0.0,8199955.72,0,0,0,9.0,0.0,1.0,0.0,171.0,0.0006025705952197313
61,True,17.0,0.0,2188700.0,0,0,0,5.0,0.0,1.0,0.0,22.0,0.9983645677566528
62,True,2.0,0.0,13813097.94,0,0,0,4.0,0.0,1.0,0.0,67.0,0.9999994039535522
63,False,9.5,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,9.0,0.9730159640312195
64,False,267.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,2.0,0.05468161776661873
65,False,138.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,2.0,0.11711430549621582
66,False,136.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,1.0,0.8505268096923828
67,False,482.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,2.0,0.9994176030158997
68,True,15.5,0.0,100000.0,0,0,0,8.0,0.0,1.0,0.0,4.0,0.999994695186615
69,False,11.5,14.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0
70,True,1572.0,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,2.0,0.005286411382257938
71,True,8.0,7.0,37039.75,0,0,1,6.0,0.0,1.0,0.0,46.0,0.04971351474523544
72,True,73.5,0.0,0.0,0,0,0,5.0,0.0,1.0,0.0,5.0,1.0
73,False,1.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,1.0,0.9668247699737549
74,False,17.0,17.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,2.0,1.0
75,False,42.5,3.0,15436.14,1,0,0,3.0,0.0,1.0,0.0,4.0,0.9996500611305237
76,True,51.5,2.0,6309.0,0,0,0,6.0,0.0,1.0,0.0,36.0,0.023105574771761894
77,True,5.0,0.0,1548839.7,1,0,0,10.0,0.0,1.0,0.0,90.0,0.9999713897705078
78,False,2510.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,11.0,0.0059137484058737755
79,True,144.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,27.0,0.3850287199020386
80,True,50.5,24.0,290570.0,0,0,1,5.0,0.0,1.0,0.0,31.0,1.0
81,False,89.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,1.0,0.34987974166870117
82,False,120.0,0.0,100000.0,0,0,0,13.0,0.0,1.0,0.0,10.0,0.999954104423523
83,True,58.5,0.0,100000.0,0,0,0,7.0,0.0,1.0,0.0,35.0,0.9997739791870117
84,False,11.0,0.0,0.0,0,0,0,3.0,0.0,2.0,0.0,9.0,0.9999902844429016
85,False,45.5,3.0,12116666.67,0,0,1,5.0,0.0,1.0,0.0,1.0,0.02341858111321926
86,False,1.5,8.0,100000.0,0,0,0,14.0,0.0,1.0,0.0,9.0,0.4194944500923157
87,False,74.5,0.0,2347464.6,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0
88,False,13.5,28.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,2.0,0.9997735023498535
89,True,27.5,0.0,100000.0,0,0,0,12.0,0.0,1.0,0.0,18.0,0.9999861717224121
90,True,33.5,0.0,100000.0,0,0,0,6.0,0.0,1.0,0.0,3.0,0.05495559051632881
91,False,108.0,0.0,25080.0,0,1,0,5.0,0.0,1.0,0.0,3.0,0.9527633190155029
92,False,10.5,7.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,0.0,1.0
93,False,216.5,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,12.0,0.9985424876213074
94,False,42.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,0.0,0.9999776482582092
95,False,53.0,0.0,1153844.85,0,0,0,5.0,0.0,1.0,0.0,70.0,0.9931376576423645
96,False,217.5,0.0,100000.0,0,0,0,5.0,0.0,3.0,0.0,11.0,0.9959894418716431
97,False,35.0,0.0,0.0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.08419905602931976
98,True,7.5,0.0,23230.59,0,0,1,1.0,0.0,1.0,0.0,27.0,0.9999998211860657
99,False,6.0,8.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,14.0,0.3128875195980072
100,False,2.0,15.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,66.0,0.6652058959007263
101,False,19.5,0.0,17000.25,0,0,1,5.0,0.0,1.0,0.0,9.0,0.9941592216491699
102,False,1099.5,13.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,1.0,0.9999430179595947
103,True,122.5,10.0,70369.22,0,0,0,8.0,0.0,1.0,0.0,42.0,0.388584166765213
104,False,16.0,0.0,1530.84,0,0,0,6.0,0.0,1.0,0.0,6.0,0.999925434589386
105,False,7.0,0.0,0.0,0,0,1,3.0,0.0,1.0,0.0,9.0,1.0
106,False,5.5,0.0,100000.0,0,0,0,15.0,0.0,1.0,0.0,8.0,0.9925585985183716
107,True,17.0,0.0,0.0,0,0,1,8.0,0.0,1.0,0.0,9.0,0.03357798978686333
108,False,26.5,13.0,0.0,1,0,0,39.0,0.0,2.0,0.0,27.0,0.013334737159311771
109,False,3.5,3.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,10.0,0.7141785621643066
110,True,1.5,0.0,19666.96,0,0,1,5.0,0.0,1.0,0.0,28.0,1.0
111,True,1805.0,0.0,2794827.48,0,0,0,29.0,0.0,1.0,0.0,73.0,0.8597123026847839
112,False,12.5,18.0,575.59,1,0,0,7.0,0.0,1.0,0.0,4.0,0.9999902844429016
113,False,68.0,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.007403038442134857
114,False,2651.5,5.0,14066086.35,0,0,0,5.0,0.0,1.0,0.0,12.0,0.010085315443575382
115,True,3.0,0.0,146.55,0,0,1,7.0,0.0,1.0,0.0,28.0,0.9999524354934692
116,False,59.0,0.0,76416.0,0,0,0,5.0,0.0,2.0,0.0,10.0,0.04534143581986427
117,False,2.0,0.0,100000.0,0,0,0,42.0,0.0,1.0,0.0,77.0,0.9375120401382446
118,True,5.0,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,4.0,0.04025360941886902
119,False,16.5,0.0,100000.0,0,0,0,7.0,0.0,1.0,0.0,6.0,0.9992253184318542
120,False,193.5,0.0,19864.8,0,0,0,5.0,0.0,1.0,0.0,1.0,1.0
121,True,3550.5,0.0,4983569.57,0,0,0,5.0,0.0,1.0,0.0,57.0,0.4386131763458252
122,False,22.0,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.26502081751823425
123,False,2.0,24.0,150000.0,1,0,0,7.0,0.0,1.0,0.0,2.0,0.9984225630760193
124,False,14.0,0.0,350.0,1,0,0,5.0,0.0,2.0,0.0,77.0,0.9999989867210388
125,False,33.0,1.0,5766138.568,0,0,0,1.0,0.0,1.0,0.0,11.0,0.9999852776527405
126,False,17.0,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.9999943375587463
127,True,7.0,0.0,2536216.21,1,0,0,2.0,0.0,1.0,0.0,31.0,0.987399160861969
128,False,27.0,3.0,1498333.33,1,0,0,3.0,0.0,1.0,0.0,1.0,0.9983301162719727
129,False,16.5,0.0,100000.0,0,0,0,1.0,0.0,2.0,0.0,1.0,0.8766302466392517
130,True,12.5,0.0,16900.0,0,0,1,10.0,0.0,1.0,0.0,6.0,0.9999997019767761
131,False,20.0,15.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,4.0,0.005447055213153362
132,True,10.0,9.0,27966.66,0,0,1,6.0,0.0,1.0,0.0,91.0,9.918999421643093e-05
133,False,1.0,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,1.0,0.9996494650840759
134,False,5.0,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.9814048409461975
135,False,14.0,15.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.022071216255426407
136,False,19.5,3.0,100000.0,0,0,0,4.0,0.0,2.0,0.0,3.0,1.0
137,False,246.5,0.0,1243995.0,0,0,0,13.0,0.0,1.0,0.0,42.0,0.9999996423721313
138,False,195.0,0.0,100000.0,0,0,0,1.0,0.0,2.0,0.0,2.0,0.20268985629081726
139,False,15.0,17.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,2.0,0.9999969601631165
140,False,117.5,0.0,27200000.0,0,0,0,3.0,0.0,1.0,0.0,11.0,0.0007941939984448254
141,True,94.5,0.0,0.0,0,0,0,6.0,0.0,1.0,0.0,14.0,0.2731625437736511
142,False,26.5,0.0,2558308.97,1,0,0,8.0,0.0,1.0,0.0,1.0,0.9998636841773987
143,True,64.0,4.0,0.0,0,0,1,14.0,0.0,1.0,0.0,3.0,0.05111844837665558
144,False,17.0,0.0,50000.0,0,1,0,5.0,0.0,1.0,0.0,1.0,0.998965322971344
145,False,10.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,0.0,0.9992424845695496
146,True,124.5,13.0,960553.2,0,0,0,13.0,0.0,1.0,0.0,73.0,0.0140133798122406
147,False,10.0,0.0,1719156.45,0,0,0,3.0,0.0,1.0,0.0,39.0,0.019410178065299988
148,True,74.0,0.0,1540173.09,0,0,0,2.0,0.0,1.0,0.0,6.0,0.9999991655349731
149,False,86.5,0.0,149116.92,0,0,1,5.0,0.0,1.0,0.0,42.0,0.9999915361404419
150,False,51.5,0.0,1569968.0,0,0,1,5.0,0.0,1.0,0.0,1.0,0.9849386215209961
151,False,54.5,0.0,100000.0,0,0,0,5.0,0.0,4.0,0.0,1.0,0.9915568232536316
152,False,11.0,0.0,18000.0,0,0,1,2.0,0.0,2.0,0.0,3.0,0.8745474815368652
153,False,8.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,9.0,0.0845973789691925
154,True,58.5,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.9999548196792603
155,False,10.5,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.007358943112194538
156,True,383.0,0.0,0.0,0,0,0,9.0,0.0,1.0,0.0,18.0,0.010877319611608982
157,False,310.0,0.0,2850000.0,0,0,0,5.0,0.0,1.0,0.0,1.0,0.9999823570251465
158,False,10.0,0.0,100000.0,0,0,0,8.0,0.0,1.0,0.0,4.0,1.0
159,False,37.5,19.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,1.0,0.9889526963233948
160,True,17.0,0.0,100000.0,0,0,0,4.0,0.0,1.0,2.0,14.0,0.8719527125358582
161,False,17.0,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.007267045322805643
162,False,17.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,5.0,0.9946153163909912
163,False,17.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,4.0,0.5696511268615723
164,False,17.0,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,6.0,0.9875998497009277
165,False,3.5,0.0,7450.0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.17773285508155823
166,False,970.5,0.0,1722698.71,0,0,0,7.0,0.0,1.0,0.0,19.0,0.03820456564426422
167,False,17.0,4.0,100000.0,0,0,0,5.0,0.0,2.0,0.0,5.0,0.0124735776335001
168,True,69.0,0.0,131841.0,0,0,0,13.0,0.0,1.0,0.0,131.0,0.9992467164993286
169,False,159.0,0.0,1569884.81,0,0,0,5.0,0.0,1.0,0.0,5.0,0.004608668852597475
170,False,11.0,14.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0
171,False,10.5,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,2.0,0.12706296145915985
172,False,59.5,0.0,120000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.9878870248794556
173,False,15.5,15.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,13.0,0.9999961256980896
174,True,285.0,9.0,0.0,0,0,0,5.0,0.0,1.0,0.0,2.0,0.6953256130218506
175,False,12.0,0.0,23231.57,0,0,1,5.0,0.0,1.0,0.0,5.0,0.018489379435777664
176,False,21.5,0.0,0.0,0,0,0,2.0,0.0,1.0,0.0,6.0,0.03410189971327782
177,False,16.5,0.0,2095493.16,0,0,1,3.0,0.0,1.0,0.0,28.0,0.40918901562690735
178,False,1.0,6.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,5.0,0.9999889731407166
179,False,12.0,0.0,82783.6,0,0,1,23.0,0.0,1.0,0.0,213.0,0.99803227186203
180,True,77.5,0.0,2940160.15,0,0,0,2.0,0.0,1.0,0.0,20.0,0.9977719783782959
181,False,11.0,8.0,0.0,0,0,1,4.0,0.0,1.0,0.0,21.0,0.9894194602966309
182,False,17.5,0.0,150000.0,0,1,0,9.0,0.0,1.0,0.0,2.0,0.9994789958000183
183,False,88.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,1.0,0.9999967813491821
184,False,17.0,0.0,100000.0,0,0,0,2.0,0.0,5.0,0.0,6.0,1.0
185,True,1.5,0.0,162373.4,1,0,0,4.0,0.0,1.0,0.0,15.0,1.0
186,False,9.0,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,7.0,0.025285067036747932
187,False,2.0,0.0,100000.0,0,0,0,3.0,0.0,2.0,0.0,4.0,0.1071280986070633
188,False,68.5,0.0,5585649.88,0,0,1,16.0,0.0,1.0,0.0,27.0,0.0021844077855348587
189,False,47.0,12.0,80221.87,1,0,0,5.0,0.0,1.0,0.0,1.0,0.9997925758361816
190,False,40.0,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.03685806319117546
191,False,6.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,4.0,1.0
192,False,5.5,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,2.0,0.5955701470375061
193,False,118.5,0.0,300000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.9910076856613159
194,False,100.0,0.0,100000.0,0,0,0,3.0,0.0,2.0,0.0,2.0,0.9958191514015198
195,False,156.5,26.0,100000.0,0,0,0,13.0,0.0,1.0,0.0,15.0,0.7689900398254395
196,False,90.5,0.0,200000.0,0,0,1,5.0,0.0,1.0,0.0,1.0,0.9752886891365051
197,True,217.5,0.0,853272.7,0,0,0,12.0,0.0,1.0,0.0,20.0,0.1343131810426712
198,False,4.0,0.0,15000.0,1,0,0,5.0,0.0,1.0,0.0,1.0,0.9999938607215881
199,False,57.5,16.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,3.0,0.9917917251586914
200,False,205.5,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,7.0,0.09478843957185745
201,False,17.0,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,1.0,0.9997034668922424
202,False,13.0,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,6.0,0.8068817853927612
203,False,44.5,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,2.0,0.21249112486839294
204,True,27.5,0.0,831402.5,0,0,0,22.0,0.0,2.0,0.0,135.0,0.9999395608901978
205,False,23.0,10.0,331011.7,0,0,1,8.0,0.0,1.0,0.0,45.0,0.98283851146698
206,False,80.5,3.0,317100.0,0,0,1,3.0,0.0,1.0,0.0,1.0,0.9935998320579529
207,False,8.0,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.00021608741371892393
208,True,292.0,3.0,100000.0,0,0,0,19.0,0.0,2.0,0.0,137.0,0.0026326854713261127
209,False,8.5,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,1.0,0.8576429486274719
210,True,94.5,0.0,2570073.31,0,0,0,10.0,0.0,1.0,0.0,169.0,0.0014609575737267733
211,False,1.0,0.0,0.0,0,0,1,1.0,0.0,1.0,0.0,10.0,0.9246478080749512
212,False,16.5,0.0,464383.8,0,0,1,8.0,0.0,1.0,0.0,37.0,0.9999967813491821
213,False,11.5,0.0,2900.0,0,0,0,9.0,0.0,1.0,0.0,9.0,0.00017546795425005257
214,True,11.5,0.0,12443127.43,0,0,0,3.0,0.0,1.0,0.0,38.0,0.9993012547492981
215,False,10.5,0.0,304405.0,0,0,1,1.0,0.0,1.0,0.0,8.0,1.0
216,False,30.5,0.0,452903.6,0,0,0,3.0,0.0,1.0,0.0,1.0,0.0003601729404181242
217,True,6.0,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,5.0,1.0
218,False,7.5,28.0,6127.59,1,0,0,1.0,0.0,1.0,0.0,11.0,0.11859197914600372
219,True,1.0,0.0,4976455.3,0,0,1,4.0,0.0,1.0,0.0,120.0,0.009312203153967857
220,False,6.5,0.0,100000.0,0,0,0,5.0,0.0,1.0,0.0,2.0,0.644087553024292
221,False,17.0,15.0,223400.0,1,0,0,5.0,0.0,1.0,0.0,2.0,0.0030534937977790833
222,False,9.0,0.0,0.0,0,0,1,4.0,0.0,1.0,0.0,37.0,0.9902262091636658
223,False,6.0,0.0,5125.2,0,1,0,5.0,0.0,1.0,0.0,1.0,0.4113211929798126
224,False,7.0,44.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,0.999894917011261
225,False,28.0,2.0,582790.0,0,0,0,1.0,0.0,1.0,0.0,46.0,0.9874634742736816
226,True,21.5,0.0,2780639.5,0,0,0,21.0,0.0,1.0,0.0,112.0,0.8506838083267212
227,False,94.0,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,10.0,0.9999387860298157
228,True,4.5,0.0,100000.0,0,0,0,10.0,0.0,1.0,0.0,20.0,0.9847869277000427
229,True,17.0,1.0,0.0,1,0,0,2.0,0.0,1.0,0.0,10.0,0.09731363505125046
230,True,466.5,0.0,3360000.13,0,0,0,8.0,0.0,1.0,0.0,78.0,0.9937632083892822
231,True,25.0,0.0,0.0,0,0,0,8.0,0.0,1.0,0.0,36.0,0.0892796441912651
232,True,19.0,0.0,37403.78,0,0,1,7.0,0.0,1.0,0.0,15.0,0.35679569840431213
233,False,9.5,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,1.0,0.0383620448410511
234,False,17.0,0.0,378.0,0,0,0,1.0,0.0,1.0,0.0,13.0,1.0
235,False,23.5,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,3.0,0.005102577153593302
236,True,3.5,0.0,8064721.35,1,0,0,5.0,0.0,1.0,0.0,81.0,0.9365013241767883
237,False,114.5,10.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.999997615814209
238,False,10.5,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.011471083387732506
239,False,13.5,0.0,100000.0,0,0,0,4.0,0.0,1.0,0.0,1.0,1.0
240,False,69.5,0.0,4300.0,0,0,1,1.0,0.0,1.0,0.0,7.0,0.9988574981689453
241,False,18.5,0.0,0.0,0,0,1,1.0,0.0,1.0,0.0,3.0,0.9922149777412415
242,False,26.5,0.0,7815.0,0,1,0,3.0,0.0,1.0,0.0,2.0,1.0
243,False,18.5,10.0,150000.0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.9918383359909058
244,False,16.0,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,1.0,0.9999945759773254
245,True,69.5,0.0,839524.17,0,0,0,3.0,0.0,1.0,0.0,12.0,0.025895532220602036
246,True,1601.5,2.0,1419900.0,0,0,0,26.0,0.0,1.0,0.0,33.0,1.0
247,False,1.0,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,2.0,0.9884470105171204
248,False,26.0,0.0,0.0,0,0,1,2.0,0.0,1.0,0.0,19.0,0.9964959621429443
249,False,6.5,1.0,9682.69,0,0,1,1.0,0.0,1.0,0.0,42.0,0.11316541582345963
250,False,50.0,11.0,100000.0,0,0,0,13.0,0.0,1.0,0.0,9.0,0.9999730587005615
251,False,128.5,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,4.0,1.0
252,True,17.0,0.0,615106.85,1,0,0,4.0,0.0,1.0,0.0,11.0,0.018901130184531212
253,False,17.5,0.0,184881.92,0,0,1,5.0,0.0,1.0,0.0,13.0,0.999319851398468
254,False,13.0,0.0,602411.5,0,0,1,4.0,0.0,1.0,0.0,5.0,0.009209335781633854
255,False,63.0,0.0,100000.0,0,0,0,3.0,0.0,1.0,0.0,1.0,0.9996557235717773
256,False,180.5,0.0,0.0,0,0,0,7.0,0.0,1.0,0.0,17.0,0.004872679244726896
257,True,6.0,0.0,1214068.44,0,0,1,2.0,0.0,1.0,0.0,24.0,0.032484885305166245
258,True,10.5,0.0,159000.0,0,0,1,5.0,0.0,1.0,0.0,10.0,1.0
259,True,17.5,0.0,100000.0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.031819719821214676
260,False,510.5,0.0,100.0,0,0,0,13.0,0.0,1.0,0.0,4.0,0.9301227331161499
261,False,33.5,16.0,59.6,0,0,1,5.0,0.0,1.0,0.0,1.0,1.0
262,False,4.0,0.0,4370.0,1,0,0,12.0,0.0,1.0,0.0,23.0,0.9881622195243835
263,False,21.5,0.0,100000.0,0,0,0,2.0,0.0,1.0,0.0,1.0,8.704855645191856e-06
264,True,45.5,0.0,0.0,0,0,1,1.0,0.0,1.0,0.0,6.0,0.3378344476222992
265,False,7.5,0.0,5950.0,1,0,0,3.0,0.0,1.0,0.0,4.0,0.9994696378707886
266,True,5.0,0.0,0.0,0,0,0,5.0,0.0,1.0,0.0,66.0,0.3556345999240875
